"","x"
"5190",175.87
"5191",168.26
"5192",174.54
"5193",181.48
"5194",179.12
"5195",176.65
"5196",166.22
"5197",166.51
"5198",172.35
"5199",172.56
"5200",175.23
"5201",175.78
"5202",164.82
"5203",166.07
"5204",173.29
"5205",179.49
"5206",170.68
"5207",175.2
"5208",162.08
"5209",180.1
"5210",180.73
"5211",172.03
"5212",174.52
"5213",174.84
"5214",170.96
"5215",173.29
"5216",172.47
"5217",171.69
"5218",172.03
"5219",174.63
"5220",174.47
"5221",173.53
"5222",173.54
"5223",164.45
"5224",168.22
"5225",176.98
"5226",165.47
"5227",163.13
"5228",173.8
"5229",168.04
"5230",178.57
"5231",170.97
"5232",165.45
"5233",175.03
"5234",160.75
"5235",174.83
"5236",168.07
"5237",166.12
"5238",173.79
"5239",175.45
"5240",172.76
"5241",171.57
"5242",168.35
"5243",164.52
"5244",172.06
"5245",170.16
"5246",167.21
"5247",171.94
"5248",172.08
"5249",165.07
"5250",171.42
"5251",174.83
"5252",168.59
"5253",163.98
"5254",176.75
"5255",182.49
"5256",171.4
"5257",168.65
"5258",166.56
"5259",172.22
"5260",174.06
"5261",174.29
"5262",167.21
"5263",178.07
"5264",167.33
"5265",178.54
"5266",171.57
"5267",173.23
"5268",180.1
"5269",178.03
"5270",170.58
"5271",172.14
"5272",181.66
"5273",181.07
"5274",170.15
"5275",174.78
"5276",176.04
"5277",166.6
"5278",171.92
"5279",174.55
"5280",173.74
"5281",177.46
"5282",170.86
"5283",169.56
"5284",168.75
"5285",174.14
"5286",176.26
"5287",176.88
"5288",172.13
"5289",175.54
"5290",171.56
"5291",182.11
"5292",181.46
"5293",173.54
"5294",173.07
"5295",169.73
"5296",175.07
"5297",175.35
"5298",172.91
"5299",169.9
"5300",170.33
"5301",177.83
"5302",171.78
"5303",171.93
"5304",179.06
"5305",173.18
"5306",166.71
"5307",166.04
"5308",175.24
"5309",168.74
"5310",172.46
"5311",170.95
"5312",170.54
"5313",168.81
"5314",166.43
"5315",162.4
"5316",168.42
"5317",172.69
"5318",166.11
"5319",171.38
"5320",180.76
"5321",166.54
"5322",175.75
"5323",167.35
"5324",178.2
"5325",171.93
"5326",172.92
"5327",164.28
"5328",171.84
"5329",165.75
"5330",175.07
"5331",170.32
"5332",172.7
"5333",175.73
"5334",177.22
"5335",164.4
"5336",168.56
"5337",164.25
"5338",171.93
"5339",165.69
"5340",180.49
"5341",167.91
"5342",175.87
"5343",168.21
"5344",180.49
"5345",173.34
"5346",180.28
"5347",177.92
"5348",171.9
"5349",169.28
"5350",173.15
"5351",165.88
"5352",178.59
"5353",165.34
"5354",165.25
"5355",170.26
"5356",166.99
"5357",167.21
"5358",175.66
"5359",173.36
"5360",168.7
"5361",173.79
"5362",164.99
"5363",167.98
"5364",160.28
"5365",169.27
"5366",164.69
"5367",165.68
"5368",163.28
"5369",163.85
"5370",163.5
"5371",176.9
"5372",165.19
"5373",175.43
"5374",180.3
"5375",170.67
"5376",171.05
"5377",171.11
"5378",169.03
"5379",167.28
"5380",167.71
"5381",177.68
"5382",172.16
"5383",180.49
"5384",175.92
"5385",167.71
"5386",172.89
"5387",178.25
"5388",174.42
"5389",179.27
"5390",166.79
"5391",179.04
"5392",171.55
"5393",177.68
"5394",169.26
"5395",172.46
"5396",178.25
"5397",166.29
"5398",176.39
"5399",183.08
"5400",165.02
"5401",173.27
"5402",167.86
"5403",162.59
"5404",173.93
"5405",172.39
"5406",181.38
"5407",170.36
"5408",164.92
"5409",173.4
"5410",172.49
"5411",177.8
"5412",166.92
"5413",171.51
"5414",171.37
"5415",170.15
"5416",171.5
"5417",176.77
"5418",168.95
"5419",167.64
"5420",176.06
"5421",173.03
"5422",181.69
"5423",179.42
"5424",173.38
"5425",173.91
"5426",166.7
"5427",172.86
"5428",174.34
"5429",159.87
"5430",168.76
"5431",176.74
"5432",180.27
"5433",177.35
"5434",168.02
"5435",180.01
"5436",161.94
"5437",172.97
"5438",177.1
"5439",167.87
"5440",168.06
"5441",163.82
"5442",168.97
"5443",176.84
"5444",177.64
"5445",177.44
"5446",167.09
"5447",172.57
"5448",167.67
"5449",177.43
"5450",166.57
"5451",169.19
"5452",173.99
"5453",167.76
"5454",174.55
"5455",176.27
"5456",173.2
"5457",164.51
"5458",175.77
"5459",167.54
"5460",166.48
"5461",163.31
"5462",173.83
"5463",169.72
"5464",171.27
"5465",174.93
"5466",179.64
"5467",175.68
"5468",176.84
"5469",163.52
"5470",175.29
"5471",185.56
"5472",160.3
"5473",184.61
"5474",179.06
"5475",167.01
"5476",160.38
"5477",173.99
"5478",162.91
"5479",168.28
"5480",170.28
"5481",170.34
"5482",177.07
"5483",176.32
"5484",159.85
"5485",170.91
"5486",168.52
"5487",164.96
"5488",168.22
"5489",175.25
"5490",173.67
"5491",174.11
"5492",166.01
"5493",177.24
"5494",169.78
"5495",171.24
"5496",179.61
"5497",180.17
"5498",172.46
"5499",170.27
"5500",170.83
"5501",170.73
"5502",170.67
"5503",173.84
"5504",182.31
"5505",168.06
"5506",163.2
"5507",167.59
"5508",174.03
"5509",175.86
"5510",176.52
"5511",164.7
"5512",167.1
"5513",170.87
"5514",158.13
"5515",166.35
"5516",172.9
"5517",171.96
"5518",169.46
"5519",180.05
"5520",168.13
"5521",170.5
"5522",170.14
"5523",172.17
"5524",170.45
"5525",169.33
"5526",166.27
"5527",168.54
"5528",172.73
"5529",167.36
"5530",162.75
"5531",171.52
"5532",166.4
"5533",163.9
"5534",170.1
"5535",165.65
"5536",178.98
"5537",174.22
"5538",159.09
"5539",176.95
"5540",166.45
"5541",169.63
"5542",173.42
"5543",174.27
"5544",172.94
"5545",170.84
"5546",175.29
"5547",172.73
"5548",170.52
"5549",177.36
"5550",180.83
"5551",170.96
"5552",180.22
"5553",176.71
"5554",164.62
"5555",180.31
"5556",177.11
"5557",172.26
"5558",176.06
"5559",173.54
"5560",166.53
"5561",167.66
"5562",157.68
"5563",169.93
"5564",168.06
"5565",171.41
"5566",162.84
"5567",177.24
"5568",161.91
"5569",172.79
"5570",171.33
"5571",171.88
"5572",171.9
"5573",168.25
"5574",174.27
"5575",174.23
"5576",171.72
"5577",176.76
"5578",178.04
"5579",175.65
"5580",175.67
"5581",185.05
"5582",177.87
"5583",171.84
"5584",168.96
"5585",166.49
"5586",171.32
"5587",170.73
"5588",175.46
"5589",173.22
"5590",177.2
"5591",167.1
"5592",171.8
"5593",170.78
"5594",167.78
"5595",169.05
"5596",178.39
"5597",175.59
"5598",170.11
"5599",171.47
"5600",168.47
"5601",173.31
"5602",178.54
"5603",175.17
"5604",170.68
"5605",165.16
"5606",170.37
"5607",174.23
"5608",172.3
"5609",171.87
"5610",183.38
"5611",168.22
"5612",166.56
"5613",174.32
"5614",166.35
"5615",173.77
"5616",167.47
"5617",164.74
"5618",183.89
"5619",169.95
"5620",158.87
"5621",171.96
"5622",171.61
"5623",169.7
"5624",164.58
"5625",179.83
"5626",175.96
"5627",167.78
"5628",172.52
"5629",178.28
"5630",177.16
"5631",169.09
"5632",172.29
"5633",170.06
"5634",170.15
"5635",177.57
"5636",169.42
"5637",179.81
"5638",165.96
"5639",181.75
"5640",173.21
"5641",163.66
"5642",176.68
"5643",173.47
"5644",173.36
"5645",168
"5646",174.78
"5647",172.73
"5648",173.1
"5649",181.9
"5650",169.77
"5651",170.81
"5652",177.34
"5653",171.4
"5654",174.49
"5655",179.85
"5656",170.95
"5657",174.84
"5658",166.93
"5659",161.83
"5660",169.83
"5661",163.86
"5662",167.24
"5663",174.01
"5664",173.62
"5665",167.54
"5666",170.02
"5667",189.06
"5668",163.74
"5669",164.31
"5670",179.36
"5671",174.05
"5672",175.36
"5673",173.66
"5674",172.64
"5675",160.44
"5676",169.83
"5677",170.08
"5678",167.26
"5679",172.49
"5680",169.39
"5681",172.07
"5682",178.51
"5683",168.97
"5684",167.66
"5685",179.34
"5686",170.36
"5687",180.91
"5688",171.54
"5689",173.35
"5690",177.85
"5691",165.53
"5692",165.96
"5693",176.34
"5694",171.63
"5695",168.13
"5696",174.1
"5697",175.2
"5698",176.91
"5699",163.42
"5700",176.31
"5701",173.49
"5702",161.96
"5703",165.14
"5704",169.83
"5705",177.98
"5706",165.92
"5707",165.54
"5708",173.52
"5709",165.41
"5710",164.61
"5711",186.54
"5712",167.92
"5713",182.56
"5714",168.9
"5715",167.23
"5716",172.57
"5717",167.5
"5718",175.24
"5719",164.47
"5720",173.74
"5721",178.93
"5722",174.95
"5723",172.05
"5724",169.83
"5725",171.73
"5726",175.57
"5727",162.66
"5728",178.4
"5729",163.57
"5730",168.99
"5731",174
"5732",180.66
"5733",167.69
"5734",163.43
"5735",174.11
"5736",171.28
"5737",164.29
"5738",170.62
"5739",162.75
"5740",164.01
"5741",171.22
"5742",165.98
"5743",179.18
"5744",172.48
"5745",172.8
"5746",172.47
"5747",162.97
"5748",171.51
"5749",169.43
"5750",172.96
"5751",164.43
"5752",180.68
"5753",167.82
"5754",169.54
"5755",169.01
"5756",168.84
"5757",162.95
"5758",169.42
"5759",167.68
"5760",166.35
"5761",170.86
"5762",168.7
"5763",163.22
"5764",174.95
"5765",173.02
"5766",172.73
"5767",171.52
"5768",166.74
"5769",165.05
"5770",166.12
"5771",176.93
"5772",167.84
"5773",178.5
"5774",175.98
"5775",181.8
"5776",175.35
"5777",168.83
"5778",172.89
"5779",175.22
"5780",169.24
"5781",172.31
"5782",174.19
"5783",180.01
"5784",169.14
"5785",169.18
"5786",182.55
"5787",165.32
"5788",167.81
"5789",174.7
"5790",170.3
"5791",179.43
"5792",173.86
"5793",163.55
"5794",169.97
"5795",172.71
"5796",173.44
"5797",178.4
"5798",163.43
"5799",172.54
"5800",173.25
"5801",168.84
"5802",168.91
"5803",172.8
"5804",169.66
"5805",163.06
"5806",172.34
"5807",170.32
"5808",175.09
"5809",178.19
"5810",171.97
"5811",165.61
"5812",170.93
"5813",181.21
"5814",173.05
"5815",167.07
"5816",167.6
"5817",170.47
"5818",180.67
"5819",170.11
"5820",173.59
"5821",174.97
"5822",160.59
"5823",174.8
"5824",183.02
"5825",178.67
"5826",175.83
"5827",172.89
"5828",181
"5829",174.27
"5830",171.09
"5831",169.33
"5832",176.42
"5833",168.49
"5834",176.11
"5835",174.23
"5836",172.89
"5837",174.36
"5838",181.66
"5839",165.21
"5840",173.91
"5841",176.83
"5842",174.29
"5843",163.56
"5844",177.67
"5845",167.23
"5846",169.82
"5847",173.61
"5848",176.72
"5849",175.68
"5850",176.83
"5851",168.94
"5852",168.99
"5853",172.63
"5854",170.77
"5855",171.08
"5856",170.26
"5857",172.34
"5858",178.24
"5859",172.09
"5860",165.84
"5861",161.05
"5862",176.77
"5863",176.73
"5864",169.46
"5865",175.14
"5866",170.84
"5867",171.67
"5868",168.83
"5869",173.17
"5870",170.56
"5871",171.92
"5872",177.82
"5873",174.22
"5874",167.97
"5875",177.43
"5876",178.1
"5877",168.25
"5878",174.68
"5879",176.37
"5880",167.48
"5881",171.56
"5882",182.96
"5883",164.65
"5884",170.09
"5885",172.79
"5886",169.54
"5887",176.48
"5888",175.41
"5889",172.27
"5890",166.78
"5891",172.84
"5892",178.31
"5893",164.26
"5894",177.27
"5895",177.76
"5896",181.9
"5897",173.46
"5898",169.92
"5899",167.27
"5900",164.34
"5901",164.32
"5902",163.54
"5903",173.78
"5904",172.38
"5905",169.99
"5906",177.09
"5907",171.63
"5908",173.36
"5909",176.57
"5910",169.47
"5911",164.62
"5912",166.59
"5913",167.5
"5914",170.65
"5915",173.67
"5916",172.94
"5917",167.71
"5918",174.78
"5919",173.02
"5920",171.4
"5921",171.69
"5922",177.16
"5923",169.01
"5924",172.23
"5925",172.69
"5926",174.59
"5927",168.97
"5928",176.52
"5929",179.82
"5930",174.07
"5931",165.46
"5932",180.07
"5933",164.8
"5934",174.25
"5935",179.51
"5936",172.66
"5937",173.16
"5938",173.14
"5939",167.11
"5940",166
"5941",167.89
"5942",173.75
"5943",170.79
"5944",164.19
"5945",166.52
"5946",174.02
"5947",166.64
"5948",179.87
"5949",171.43
"5950",167.87
"5951",160.95
"5952",182.32
"5953",166.52
"5954",172.79
"5955",178.56
"5956",177.92
"5957",174.48
"5958",168.07
"5959",176.31
"5960",174.38
"5961",161.26
"5962",168.6
"5963",182.16
"5964",171.55
"5965",167.92
"5966",179.27
"5967",170.9
"5968",175.84
"5969",166.94
"5970",172.59
"5971",173.9
"5972",175.18
"5973",165.02
"5974",172.95
"5975",170.58
"5976",179.5
"5977",166.27
"5978",169.5
"5979",165.7
"5980",181.14
"5981",164.37
"5982",172.72
"5983",168.93
"5984",170.51
"5985",172.61
"5986",175.09
"5987",180.31
"5988",170.34
"5989",182.12
"5990",163.9
"5991",169.82
"5992",167.28
"5993",167.72
"5994",173.04
"5995",176.89
"5996",179.59
"5997",173.26
"5998",168.08
"5999",169.34
"6000",182.86
"6001",168.76
"6002",168.95
"6003",173.65
"6004",170.89
"6005",177.41
"6006",166.29
"6007",174.62
"6008",174.07
"6009",173.72
"6010",177.98
"6011",169.44
"6012",172.22
"6013",167.55
"6014",177.47
"6015",170.15
"6016",167.76
"6017",175.45
"6018",176.53
"6019",174.17
"6020",180.32
"6021",172.9
"6022",168.8
"6023",176.93
"6024",175.73
"6025",176.84
"6026",162.28
"6027",165.77
"6028",166.04
"6029",178.96
"6030",170.32
"6031",182.86
"6032",167.74
"6033",167.85
"6034",177.73
"6035",168.67
"6036",172.26
"6037",183.41
"6038",167.61
"6039",165.64
"6040",174.22
"6041",170.11
"6042",169.03
"6043",170.71
"6044",171.2
"6045",165.64
"6046",170.46
"6047",173.48
"6048",171.01
"6049",171.33
"6050",158.96
"6051",159.84
"6052",174.67
"6053",172.05
"6054",168.63
"6055",180.61
"6056",167.41
"6057",168.87
"6058",172.16
"6059",170.39
"6060",173.34
"6061",175.41
"6062",171.97
"6063",168.4
"6064",172.93
"6065",159.25
"6066",176.79
"6067",178.86
"6068",170.16
"6069",156.19
"6070",190.66
"6071",169.74
"6072",169.64
"6073",168.95
"6074",173.36
"6075",169.97
"6076",173.7
"6077",169.4
"6078",165.32
"6079",176.59
"6080",170.06
"6081",170.3
"6082",174.57
"6083",160.02
"6084",178.57
"6085",184.81
"6086",174.14
"6087",173.86
"6088",166.52
"6089",171.57
"6090",168.86
"6091",168.68
"6092",176.72
"6093",167.33
"6094",167.68
"6095",175.76
"6096",184.8
"6097",176.49
"6098",162.27
"6099",169.09
"6100",173.73
"6101",178.53
"6102",168.21
"6103",167.62
"6104",175.16
"6105",174.54
"6106",171.13
"6107",166.76
"6108",164.62
"6109",182.5
"6110",164.96
"6111",178.02
"6112",175.23
"6113",179.05
"6114",181.2
"6115",172.8
"6116",170.86
"6117",170.9
"6118",182.33
"6119",161.11
"6120",166.12
"6121",172.77
"6122",166.05
"6123",166.03
"6124",173.74
"6125",172.29
"6126",165.5
"6127",163.88
"6128",170.85
"6129",181.53
"6130",161.06
"6131",172.32
"6132",171.13
"6133",167.47
"6134",170.55
"6135",188.58
"6136",168.71
"6137",173.51
"6138",163.37
"6139",180.71
"6140",168.24
"6141",174.64
"6142",172.18
"6143",167.58
"6144",168.62
"6145",152.82
"6146",166.2
"6147",173.6
"6148",169.1
"6149",174
"6150",182.28
"6151",160.82
"6152",159.75
"6153",159.5
"6154",171.93
"6155",165.67
"6156",175.59
"6157",170.93
"6158",168.73
"6159",173.05
"6160",179.61
"6161",182.55
"6162",172.88
"6163",179.93
"6164",171.62
"6165",175.01
"6166",170.42
"6167",174.11
"6168",168.17
"6169",161.38
"6170",165.33
"6171",157.99
"6172",168.52
"6173",177.35
"6174",180.05
"6175",165.7
"6176",178.5
"6177",172.17
"6178",168.74
"6179",166.71
"6180",168.78
"6181",164.3
"6182",178.29
"6183",177.33
"6184",171.28
"6185",169.37
"6186",173
"6187",170.47
"6188",179.21
"6189",168.78
"6190",171.11
"6191",169.97
"6192",178.43
"6193",176.02
"6194",170.75
"6195",166.11
"6196",161.61
"6197",168.92
"6198",169.69
"6199",174.22
"6200",169.75
"6201",178.27
"6202",181.62
"6203",175
"6204",173.49
"6205",175.91
"6206",175.77
"6207",171.97
"6208",170.74
"6209",177.34
"6210",167.94
"6211",173.57
"6212",172.26
"6213",176.55
"6214",166.42
"6215",181.58
"6216",167.31
"6217",180.01
"6218",174.73
"6219",167.23
"6220",172
"6221",171.57
"6222",159.76
"6223",173.22
"6224",170.12
"6225",176.81
"6226",170.43
"6227",171.32
"6228",178.55
"6229",170
"6230",173.14
"6231",173.94
"6232",180.45
"6233",175.77
"6234",181.45
"6235",168.03
"6236",168.15
"6237",167.48
"6238",164.66
"6239",168.77
"6240",174.61
"6241",167.99
"6242",174.39
"6243",168.12
"6244",168.61
"6245",175.33
"6246",164.12
"6247",168.77
"6248",172.84
"6249",170.15
"6250",168.21
"6251",166.15
"6252",176.25
"6253",169.07
"6254",179.54
"6255",163.72
"6256",177.56
"6257",169.57
"6258",169.41
"6259",172.35
"6260",169.25
"6261",168.62
"6262",170.17
"6263",158.64
"6264",179.22
"6265",178.08
"6266",161.64
"6267",172.94
"6268",179.66
"6269",173.41
"6270",171.73
"6271",179.49
"6272",175.6
"6273",164.26
"6274",173.73
"6275",162.37
"6276",166.86
"6277",170.04
"6278",173.88
"6279",169.74
"6280",164.55
"6281",178.75
"6282",166.75
"6283",171.66
"6284",170.76
"6285",167.09
"6286",169.84
"6287",165.93
"6288",178.42
"6289",166.39
"6290",171.36
"6291",163.35
"6292",162.43
"6293",169.48
"6294",172.16
"6295",173.27
"6296",174.74
"6297",169.31
"6298",176.24
"6299",164.55
"6300",172.17
"6301",175.5
"6302",172.2
"6303",172.57
"6304",170.67
"6305",171.09
"6306",172.34
"6307",170.65
"6308",164.96
"6309",172.06
"6310",169.11
"6311",168.94
"6312",180.74
"6313",162.64
"6314",166.81
"6315",167.46
"6316",169.63
"6317",176.94
"6318",153.75
"6319",163.98
"6320",169.1
"6321",168.2
"6322",164.86
"6323",168.5
"6324",172.65
"6325",177.6
"6326",176.65
"6327",172.8
"6328",166.39
"6329",180.67
"6330",176.05
"6331",170.77
"6332",164.68
"6333",176.63
"6334",169.13
"6335",173.06
"6336",174.72
"6337",174.16
"6338",163.11
"6339",174.82
"6340",174.24
"6341",178.49
"6342",161.33
"6343",167.97
"6344",171.33
"6345",173.28
"6346",165.51
"6347",171.02
"6348",162.94
"6349",172.57
"6350",170.84
"6351",170.53
"6352",166.13
"6353",171.15
"6354",174.21
"6355",178.74
"6356",174.37
"6357",171.67
"6358",168.68
"6359",182.77
"6360",169.33
"6361",171.23
"6362",169.26
"6363",174.18
"6364",176
"6365",174.49
"6366",173.25
"6367",165.71
"6368",164.71
"6369",163.24
"6370",170.11
"6371",166.35
"6372",164.67
"6373",168.83
"6374",182.45
"6375",164.49
"6376",172.84
"6377",165.6
"6378",166.02
"6379",171.94
"6380",165.39
"6381",165.73
"6382",167.61
"6383",168.39
"6384",176.24
"6385",166.49
"6386",174.98
"6387",164.31
"6388",178.05
"6389",172.25
"6390",175.78
"6391",164.8
"6392",174.42
"6393",177.57
"6394",163.87
"6395",162.68
"6396",175.97
"6397",170.79
"6398",174.63
"6399",166.25
"6400",171.76
"6401",168.47
"6402",171.15
"6403",164.14
"6404",173.45
"6405",169.91
"6406",159.01
"6407",185.04
"6408",175.59
"6409",172.4
"6410",154.55
"6411",172.92
"6412",172.73
"6413",165.23
"6414",173.13
"6415",167.43
"6416",160.05
"6417",191.07
"6418",158.34
"6419",175.48
"6420",172.69
"6421",167.65
"6422",173.7
"6423",172.48
"6424",171.56
"6425",180.61
"6426",166.23
"6427",180.93
"6428",177.83
"6429",170.39
"6430",165.67
"6431",160.66
"6432",167.27
"6433",183.08
"6434",176.93
"6435",170.02
"6436",172.89
"6437",172.32
"6438",170.47
"6439",176.82
"6440",177.96
"6441",177.33
"6442",168.32
"6443",173.17
"6444",163.78
"6445",171.76
"6446",170.41
"6447",166.42
"6448",175.58
"6449",171.82
"6450",173.15
"6451",167.36
"6452",169.6
"6453",172.67
"6454",162.95
"6455",165.97
"6456",169.83
"6457",179.4
"6458",155.7
"6459",173.51
"6460",180.6
"6461",173.36
"6462",171.91
"6463",172.67
"6464",167.51
"6465",161.06
"6466",167.04
"6467",172.58
"6468",180.98
"6469",166.02
"6470",165.64
"6471",164.03
"6472",168.38
"6473",170.43
"6474",180.5
"6475",174.3
"6476",161.66
"6477",163.81
"6478",174.27
"6479",177.48
"6480",165.7
"6481",165.9
"6482",177.37
"6483",167.03
"6484",176.98
"6485",170.32
"6486",176.95
"6487",180.27
"6488",170.18
"6489",176.63
"6490",168.86
"6491",170.77
"6492",160.06
"6493",165.31
"6494",176.24
"6495",173.45
"6496",181.33
"6497",174.7
"6498",171.17
"6499",183.2
"6500",170.77
"6501",172.93
"6502",173.93
"6503",173.64
"6504",171.82
"6505",173.01
"6506",157.02
"6507",182.76
"6508",166.61
"6509",169.87
"6510",163.72
"6511",172.74
"6512",173.77
"6513",167.87
"6514",176.09
"6515",174.13
"6516",167.65
"6517",176.97
"6518",169.69
"6519",171.23
"6520",164.82
"6521",170.07
"6522",178.34
"6523",167.88
"6524",174.86
"6525",172.71
"6526",169.59
"6527",168.59
"6528",171.66
"6529",174.63
"6530",162.47
"6531",172.16
"6532",166.12
"6533",173.61
"6534",173.33
"6535",180.24
"6536",169.68
"6537",180.98
"6538",162.96
"6539",176.64
"6540",169.35
"6541",165.53
"6542",171.41
"6543",161.36
"6544",169.94
"6545",177.84
"6546",170.45
"6547",170.72
"6548",170.48
"6549",171.57
"6550",167.6
"6551",169.93
"6552",170.6
"6553",167.63
"6554",175.01
"6555",171.72
"6556",179.42
"6557",169.07
"6558",177.71
"6559",165.67
"6560",171.03
"6561",169.56
"6562",172.86
"6563",166.86
"6564",165.91
"6565",173.54
"6566",170.71
"6567",175.06
"6568",180.15
"6569",174.17
"6570",170.2
"6571",170.73
"6572",180.53
"6573",177.61
"6574",171.73
"6575",163.14
"6576",176.13
"6577",171.24
"6578",175.05
"6579",175.8
"6580",163.49
"6581",175.56
"6582",181.9
"6583",176.32
"6584",171.6
"6585",181.42
"6586",171.34
"6587",175.39
"6588",176.11
"6589",173.14
"6590",180.05
"6591",172.03
"6592",184.39
"6593",171.81
"6594",168.03
"6595",169.2
"6596",173.93
"6597",180.6
"6598",171.64
"6599",166.34
"6600",182.13
"6601",170.39
"6602",168.61
"6603",181.03
"6604",178.04
"6605",173.15
"6606",175.06
"6607",170.13
"6608",173.34
"6609",174.73
"6610",164.12
"6611",171.7
"6612",165.82
"6613",159.92
"6614",168.44
"6615",170.24
"6616",175.46
"6617",158.88
"6618",165.88
"6619",168.75
"6620",170.79
"6621",166.04
"6622",176.21
"6623",168.68
"6624",161.05
"6625",167.44
"6626",169.62
"6627",167.75
"6628",171.22
"6629",169.77
"6630",175.05
"6631",172.38
"6632",166.95
"6633",178.95
"6634",175.04
"6635",175.08
"6636",174.69
"6637",170.37
"6638",173.28
"6639",166.89
"6640",174.26
"6641",172.14
"6642",168.31
"6643",168.23
"6644",174.55
"6645",180.2
"6646",175.61
"6647",177.3
"6648",172.56
"6649",167.09
"6650",173.45
"6651",175.04
"6652",168.59
"6653",175.62
"6654",174.77
"6655",163.44
"6656",178.17
"6657",166.4
"6658",168.6
"6659",168.98
"6660",170.22
"6661",186.5
"6662",172.28
"6663",186.08
"6664",162.23
"6665",159.13
"6666",174.16
"6667",167.58
"6668",160.44
"6669",161.16
"6670",168.91
"6671",179.42
"6672",168.84
"6673",177.42
"6674",172.78
"6675",167.84
"6676",167.8
"6677",174.64
"6678",167.88
"6679",167
"6680",166.15
"6681",178.09
"6682",177.58
"6683",176.14
"6684",171
"6685",178.74
"6686",179.06
"6687",171.65
"6688",175.09
"6689",175.69
"6690",179.11
"6691",170.68
"6692",170.91
"6693",174.08
"6694",176.48
"6695",172.57
"6696",170.13
"6697",161.78
"6698",165.32
"6699",166.67
"6700",170.75
"6701",179.27
"6702",174.84
"6703",176
"6704",175.1
"6705",169.24
"6706",175.44
"6707",175.23
"6708",172.78
"6709",161.62
"6710",181.09
"6711",168.59
"6712",177.6
"6713",167.79
"6714",178.84
"6715",165.32
"6716",169.07
"6717",178.36
"6718",181.01
"6719",173.18
"6720",178.58
"6721",182.18
"6722",161.19
"6723",170.4
"6724",167.03
"6725",173.26
"6726",167.01
"6727",162.19
"6728",164.43
"6729",165.29
"6730",165.82
"6731",175.82
"6732",164.3
"6733",169.09
"6734",175.26
"6735",165.32
"6736",169.86
"6737",165.57
"6738",170.18
"6739",178.63
"6740",176.19
"6741",177.84
"6742",151.09
"6743",170.69
"6744",172.96
"6745",174.32
"6746",164.39
"6747",181.48
"6748",181.04
"6749",171.35
"6750",172.93
"6751",173.41
"6752",167.42
"6753",181.25
"6754",170.63
"6755",167.26
"6756",173.58
"6757",165.34
"6758",175.93
"6759",161.73
"6760",174.13
"6761",172.39
"6762",178.49
"6763",167.4
"6764",178.17
"6765",168.33
"6766",174.3
"6767",164.58
"6768",173.01
"6769",180.6
"6770",165.41
"6771",171.57
"6772",166.84
"6773",167.06
"6774",173.94
"6775",173.42
"6776",174.09
"6777",173.22
"6778",162.11
"6779",164.1
"6780",180.75
"6781",174.38
"6782",175.95
"6783",170.97
"6784",170.95
"6785",170.33
"6786",174.01
"6787",166.44
"6788",178.47
"6789",170.85
"6790",169.13
"6791",173.71
"6792",173.02
"6793",169.01
"6794",176.9
"6795",172.06
"6796",165.39
"6797",183.32
"6798",175.86
"6799",180.33
"6800",166.75
"6801",179.12
"6802",169.61
"6803",177.84
"6804",171.76
"6805",170.13
"6806",169.11
"6807",169.69
"6808",172.35
"6809",165.26
"6810",173.97
"6811",162.29
"6812",169.08
"6813",159.35
"6814",179.82
"6815",168.11
"6816",173.21
"6817",170.04
"6818",177.83
"6819",169.84
"6820",180.68
"6821",170.27
"6822",167.74
"6823",166.95
"6824",178.46
"6825",180.83
"6826",175.49
"6827",173.23
"6828",182.35
"6829",170.55
"6830",171.43
"6831",174.22
"6832",176.23
"6833",167.62
"6834",165.43
"6835",180.02
"6836",168.29
"6837",171.03
"6838",171.07
"6839",173.15
"6840",166.07
"6841",174.32
"6842",165.45
"6843",166.41
"6844",170.4
"6845",172.01
"6846",183.36
"6847",173.51
"6848",168.18
"6849",164.3
"6850",166.91
"6851",160.27
"6852",179.76
"6853",170.61
"6854",183.38
"6855",172.73
"6856",165.42
"6857",166.17
"6858",170.25
"6859",177.04
"6860",174.84
"6861",168.45
"6862",175.77
"6863",165.05
"6864",168.8
"6865",175.19
"6866",183.85
"6867",170.25
"6868",168.68
"6869",174.65
"6870",168.54
"6871",165.81
"6872",172.13
"6873",177.55
"6874",175.86
"6875",167.27
"6876",172.11
"6877",178.87
"6878",171.72
"6879",177.38
"6880",176.71
"6881",171.96
"6882",171.27
"6883",173.88
"6884",162.1
"6885",172.91
"6886",176.01
"6887",176.41
"6888",175.41
"6889",173.57
"6890",170.38
"6891",159.47
"6892",173.99
"6893",172.5
"6894",177.45
"6895",175.02
"6896",166.88
"6897",170.66
"6898",171.44
"6899",167.47
"6900",181.1
"6901",168.16
"6902",172.13
"6903",158.97
"6904",173.57
"6905",175.08
"6906",172.13
"6907",175.82
"6908",173.46
"6909",179.09
"6910",173.57
"6911",174.17
"6912",174.76
"6913",174.14
"6914",172.79
"6915",162.83
"6916",166.92
"6917",171.96
"6918",170.13
"6919",167.76
"6920",173.1
"6921",172.38
"6922",173.4
"6923",171.5
"6924",168.65
"6925",180.54
"6926",160.27
"6927",177.84
"6928",177.19
"6929",173.5
"6930",153.43
"6931",176.7
"6932",169.25
"6933",168.49
"6934",179.2
"6935",179.48
"6936",174.96
"6937",176.56
"6938",160.54
"6939",166.62
"6940",177.3
"6941",162.36
